"player","statCategory","dkLine","probabilityOver","probabilityUnder","moreDraftableId","lessDraftableId","summaryMore","summaryLess","maxProb","etrLine","diff","percentageDiff","etrPoints","etrAssists","etrRebounds","etrThreePtMade","etrTurnovers","etrSteals","etrBlocks","etrMinutes","etrPosition","etrTeam","etrOpponent"
"Caleb Martin","Points",8.5,"0.574","0.426",50573296,50573297,"50573296: Caleb Martin / OVER 8.5 Points / 57.4%","50573297: Caleb Martin / UNDER 8.5 Points / 42.6%",0.5739000000000001,9.9,1.4000000000000004,0.16470588235294123,9.9,2.5,4.6,1.34,1.13,0.98,0.54,28,"PF/SF","PHI","MIL"
"Ochai Agbaji","Points",9.5,"0.370","0.630",50571828,50571829,"50571828: Ochai Agbaji / OVER 9.5 Points / 37.0%","50571829: Ochai Agbaji / UNDER 9.5 Points / 63.0%",0.6303,8.4,-1.0999999999999996,-0.11578947368421048,8.4,1.4,3.4,1.2,1.18,0.62,0.59,28,"SG","TOR","CLE"
"Ochai Agbaji","Assists",1.5,"0.405","0.595",50570482,50570483,"50570482: Ochai Agbaji / OVER 1.5 Assists / 40.5%","50570483: Ochai Agbaji / UNDER 1.5 Assists / 59.5%",0.5945,1.4,-0.10000000000000009,-0.06666666666666672,8.4,1.4,3.4,1.2,1.18,0.62,0.59,28,"SG","TOR","CLE"
"Ochai Agbaji","Assists + Rebounds",5.5,"0.350","0.650",50570504,50570505,"50570504: Ochai Agbaji / OVER 5.5 Assists + Rebounds / 35.0%","50570505: Ochai Agbaji / UNDER 5.5 Assists + Rebounds / 65.0%",0.6503,4.8,-0.7000000000000002,-0.12727272727272732,8.4,1.4,3.4,1.2,1.18,0.62,0.59,28,"SG","TOR","CLE"
"Ochai Agbaji","Points + Rebounds",12.5,"0.417","0.583",50570506,50570507,"50570506: Ochai Agbaji / OVER 12.5 Points + Rebounds / 41.7%","50570507: Ochai Agbaji / UNDER 12.5 Points + Rebounds / 58.3%",0.583,11.8,-0.6999999999999993,-0.055999999999999946,8.4,1.4,3.4,1.2,1.18,0.62,0.59,28,"SG","TOR","CLE"
"Ochai Agbaji","Points + Assists",10.5,"0.407","0.593",50570518,50570519,"50570518: Ochai Agbaji / OVER 10.5 Points + Assists / 40.7%","50570519: Ochai Agbaji / UNDER 10.5 Points + Assists / 59.3%",0.5929,9.8,-0.6999999999999993,-0.0666666666666666,8.4,1.4,3.4,1.2,1.18,0.62,0.59,28,"SG","TOR","CLE"
"Ochai Agbaji","Points + Assists + Rebounds",14.5,"0.375","0.625",50570520,50570521,"50570520: Ochai Agbaji / OVER 14.5 Points + Assists + Rebounds / 37.5%","50570521: Ochai Agbaji / UNDER 14.5 Points + Assists + Rebounds / 62.5%",0.6245,13.200000000000001,-1.299999999999999,-0.08965517241379303,8.4,1.4,3.4,1.2,1.18,0.62,0.59,28,"SG","TOR","CLE"
"Ochai Agbaji","Rebounds",3.5,"0.430","0.570",50573142,50573143,"50573142: Ochai Agbaji / OVER 3.5 Rebounds / 43.0%","50573143: Ochai Agbaji / UNDER 3.5 Rebounds / 57.0%",0.5695,3.4,-0.10000000000000009,-0.0285714285714286,8.4,1.4,3.4,1.2,1.18,0.62,0.59,28,"SG","TOR","CLE"
"Gary Harris","Points",6.5,"0.321","0.679",50573340,50573341,"50573340: Gary Harris / OVER 6.5 Points / 32.1%","50573341: Gary Harris / UNDER 6.5 Points / 67.9%",0.6789,5.2,-1.2999999999999998,-0.19999999999999998,5.2,1.1,1.5,1.19,0.54,0.75,0.22,19,"SG","ORL","MIA"
"Gary Harris","Steals",0.5,"0.513","0.487",50570422,50570423,"50570422: Gary Harris / OVER 0.5 Steals / 51.3%","50570423: Gary Harris / UNDER 0.5 Steals / 48.7%",0.5127999999999999,0.75,0.25,0.5,5.2,1.1,1.5,1.19,0.54,0.75,0.22,19,"SG","ORL","MIA"
"Gary Harris","Points + Assists",7.5,"0.338","0.662",50573354,50573355,"50573354: Gary Harris / OVER 7.5 Points + Assists / 33.8%","50573355: Gary Harris / UNDER 7.5 Points + Assists / 66.2%",0.6618,6.300000000000001,-1.1999999999999993,-0.1599999999999999,5.2,1.1,1.5,1.19,0.54,0.75,0.22,19,"SG","ORL","MIA"
"Gary Harris","Points + Rebounds",7.5,"0.379","0.621",50573332,50573333,"50573332: Gary Harris / OVER 7.5 Points + Rebounds / 37.9%","50573333: Gary Harris / UNDER 7.5 Points + Rebounds / 62.1%",0.6207,6.7,-0.7999999999999998,-0.10666666666666665,5.2,1.1,1.5,1.19,0.54,0.75,0.22,19,"SG","ORL","MIA"
"Gary Harris","Points + Assists + Rebounds",8.5,"0.393","0.607",50573316,50573317,"50573316: Gary Harris / OVER 8.5 Points + Assists + Rebounds / 39.3%","50573317: Gary Harris / UNDER 8.5 Points + Assists + Rebounds / 60.7%",0.6074,7.800000000000001,-0.6999999999999993,-0.0823529411764705,5.2,1.1,1.5,1.19,0.54,0.75,0.22,19,"SG","ORL","MIA"
"Gary Harris","Assists + Rebounds",2.5,"0.459","0.541",50570432,50570433,"50570432: Gary Harris / OVER 2.5 Assists + Rebounds / 45.9%","50570433: Gary Harris / UNDER 2.5 Assists + Rebounds / 54.1%",0.5406,2.6,0.10000000000000009,0.040000000000000036,5.2,1.1,1.5,1.19,0.54,0.75,0.22,19,"SG","ORL","MIA"
"Caris LeVert","Points",12.5,"0.460","0.540",50573136,50573137,"50573136: Caris LeVert / OVER 12.5 Points / 46.0%","50573137: Caris LeVert / UNDER 12.5 Points / 54.0%",0.5397,12.4,-0.09999999999999964,-0.007999999999999972,12.4,4.2,3.8,1.52,1.46,0.97,0.43,27.5,"SF/SG","CLE","TOR"
"Caris LeVert","Assists",3.5,"0.593","0.407",50573138,50573139,"50573138: Caris LeVert / OVER 3.5 Assists / 59.3%","50573139: Caris LeVert / UNDER 3.5 Assists / 40.7%",0.5932,4.2,0.7000000000000002,0.20000000000000004,12.4,4.2,3.8,1.52,1.46,0.97,0.43,27.5,"SF/SG","CLE","TOR"
"Caris LeVert","Points + Assists",16.5,"0.478","0.522",50573156,50573157,"50573156: Caris LeVert / OVER 16.5 Points + Assists / 47.8%","50573157: Caris LeVert / UNDER 16.5 Points + Assists / 52.2%",0.5216,16.6,0.10000000000000142,0.0060606060606061465,12.4,4.2,3.8,1.52,1.46,0.97,0.43,27.5,"SF/SG","CLE","TOR"
"Caris LeVert","Points + Rebounds",16.5,"0.454","0.546",50573160,50573161,"50573160: Caris LeVert / OVER 16.5 Points + Rebounds / 45.4%","50573161: Caris LeVert / UNDER 16.5 Points + Rebounds / 54.6%",0.5463,16.2,-0.3000000000000007,-0.018181818181818226,12.4,4.2,3.8,1.52,1.46,0.97,0.43,27.5,"SF/SG","CLE","TOR"
"Caris LeVert","Assists + Rebounds",7.5,"0.532","0.468",50573172,50573173,"50573172: Caris LeVert / OVER 7.5 Assists + Rebounds / 53.2%","50573173: Caris LeVert / UNDER 7.5 Assists + Rebounds / 46.8%",0.532,8,0.5,0.06666666666666667,12.4,4.2,3.8,1.52,1.46,0.97,0.43,27.5,"SF/SG","CLE","TOR"
"Caris LeVert","Points + Assists + Rebounds",20.5,"0.467","0.533",50573174,50573175,"50573174: Caris LeVert / OVER 20.5 Points + Assists + Rebounds / 46.7%","50573175: Caris LeVert / UNDER 20.5 Points + Assists + Rebounds / 53.3%",0.533,20.4,-0.10000000000000142,-0.004878048780487874,12.4,4.2,3.8,1.52,1.46,0.97,0.43,27.5,"SF/SG","CLE","TOR"
"Pat Connaughton","Points + Assists",7.5,"0.418","0.582",50570374,50570375,"50570374: Pat Connaughton / OVER 7.5 Points + Assists / 41.8%","50570375: Pat Connaughton / UNDER 7.5 Points + Assists / 58.2%",0.5822,7.1,-0.40000000000000036,-0.05333333333333338,5.3,1.8,3,1.08,0.51,0.51,0.26,19.5,"SG/PG","MIL","PHI"
"Pat Connaughton","Points + Rebounds",7.5,"0.530","0.470",50570378,50570379,"50570378: Pat Connaughton / OVER 7.5 Points + Rebounds / 53.0%","50570379: Pat Connaughton / UNDER 7.5 Points + Rebounds / 47.0%",0.5299,8.3,0.8000000000000007,0.10666666666666676,5.3,1.8,3,1.08,0.51,0.51,0.26,19.5,"SG/PG","MIL","PHI"
"Davion Mitchell","Points",8.5,"0.475","0.525",50570486,50570487,"50570486: Davion Mitchell / OVER 8.5 Points / 47.5%","50570487: Davion Mitchell / UNDER 8.5 Points / 52.5%",0.5253,8.7,0.1999999999999993,0.0235294117647058,8.7,3.1,1.8,1.32,1.03,0.6,0.17,24,"PG","TOR","CLE"
"Davion Mitchell","Points + Assists",11.5,"0.487","0.513",50570490,50570491,"50570490: Davion Mitchell / OVER 11.5 Points + Assists / 48.7%","50570491: Davion Mitchell / UNDER 11.5 Points + Assists / 51.3%",0.5127,11.799999999999999,0.29999999999999893,0.02608695652173904,8.7,3.1,1.8,1.32,1.03,0.6,0.17,24,"PG","TOR","CLE"
"Davion Mitchell","Points + Rebounds",10.5,"0.459","0.541",50570502,50570503,"50570502: Davion Mitchell / OVER 10.5 Points + Rebounds / 45.9%","50570503: Davion Mitchell / UNDER 10.5 Points + Rebounds / 54.1%",0.5412,10.5,0,0,8.7,3.1,1.8,1.32,1.03,0.6,0.17,24,"PG","TOR","CLE"
"Davion Mitchell","Points + Assists + Rebounds",13.5,"0.466","0.534",50570508,50570509,"50570508: Davion Mitchell / OVER 13.5 Points + Assists + Rebounds / 46.6%","50570509: Davion Mitchell / UNDER 13.5 Points + Assists + Rebounds / 53.4%",0.5343,13.6,0.09999999999999964,0.007407407407407381,8.7,3.1,1.8,1.32,1.03,0.6,0.17,24,"PG","TOR","CLE"
"John Collins","Points",11.5,"0.486","0.514",50570460,50570461,"50570460: John Collins / OVER 11.5 Points / 48.6%","50570461: John Collins / UNDER 11.5 Points / 51.4%",0.5139,11.7,0.1999999999999993,0.017391304347826025,11.7,1.2,6.5,1,1.16,0.53,0.88,23.5,"PF/C","UTA","MEM"
"John Collins","Points + Assists",12.5,"0.500","0.500",50570466,50570467,"50570466: John Collins / OVER 12.5 Points + Assists / 50.0%","50570467: John Collins / UNDER 12.5 Points + Assists / 50.0%",0.5001,12.899999999999999,0.3999999999999986,0.03199999999999989,11.7,1.2,6.5,1,1.16,0.53,0.88,23.5,"PF/C","UTA","MEM"
"John Collins","Points + Rebounds",18.5,"0.455","0.545",50571674,50571675,"50571674: John Collins / OVER 18.5 Points + Rebounds / 45.5%","50571675: John Collins / UNDER 18.5 Points + Rebounds / 54.5%",0.5454,18.2,-0.3000000000000007,-0.016216216216216255,11.7,1.2,6.5,1,1.16,0.53,0.88,23.5,"PF/C","UTA","MEM"
"John Collins","Points + Assists + Rebounds",19.5,"0.468","0.532",50571006,50571007,"50571006: John Collins / OVER 19.5 Points + Assists + Rebounds / 46.8%","50571007: John Collins / UNDER 19.5 Points + Assists + Rebounds / 53.2%",0.5323,19.4,-0.10000000000000142,-0.005128205128205201,11.7,1.2,6.5,1,1.16,0.53,0.88,23.5,"PF/C","UTA","MEM"
"John Collins","Rebounds",6.5,"0.465","0.535",50573222,50573223,"50573222: John Collins / OVER 6.5 Rebounds / 46.5%","50573223: John Collins / UNDER 6.5 Rebounds / 53.5%",0.5353,6.5,0,0,11.7,1.2,6.5,1,1.16,0.53,0.88,23.5,"PF/C","UTA","MEM"
"John Collins","Assists + Rebounds",7.5,"0.494","0.506",50573228,50573229,"50573228: John Collins / OVER 7.5 Assists + Rebounds / 49.4%","50573229: John Collins / UNDER 7.5 Assists + Rebounds / 50.6%",0.5065,7.7,0.20000000000000018,0.02666666666666669,11.7,1.2,6.5,1,1.16,0.53,0.88,23.5,"PF/C","UTA","MEM"
"Isaac Okoro","Points",6.5,"0.553","0.447",50573134,50573135,"50573134: Isaac Okoro / OVER 6.5 Points / 55.3%","50573135: Isaac Okoro / UNDER 6.5 Points / 44.7%",0.5527,7.4,0.9000000000000004,0.13846153846153852,7.4,1.4,2.5,0.97,0.63,0.7,0.38,22,"SF/SG","CLE","TOR"
"Isaac Okoro","Turnovers",0.5,"0.445","0.555",50573148,50573149,"50573148: Isaac Okoro / OVER 0.5 Turnovers / 44.5%","50573149: Isaac Okoro / UNDER 0.5 Turnovers / 55.5%",0.5546,0.63,0.13,0.26,7.4,1.4,2.5,0.97,0.63,0.7,0.38,22,"SF/SG","CLE","TOR"
"Isaac Okoro","Points + Assists",7.5,"0.585","0.415",50573150,50573151,"50573150: Isaac Okoro / OVER 7.5 Points + Assists / 58.5%","50573151: Isaac Okoro / UNDER 7.5 Points + Assists / 41.5%",0.5848,8.8,1.3000000000000007,0.17333333333333342,7.4,1.4,2.5,0.97,0.63,0.7,0.38,22,"SF/SG","CLE","TOR"
"Isaac Okoro","Points + Rebounds",8.5,"0.585","0.415",50573166,50573167,"50573166: Isaac Okoro / OVER 8.5 Points + Rebounds / 58.5%","50573167: Isaac Okoro / UNDER 8.5 Points + Rebounds / 41.5%",0.5851,9.9,1.4000000000000004,0.16470588235294123,7.4,1.4,2.5,0.97,0.63,0.7,0.38,22,"SF/SG","CLE","TOR"
"Dean Wade","Points",5.5,"0.519","0.481",50573132,50573133,"50573132: Dean Wade / OVER 5.5 Points / 51.9%","50573133: Dean Wade / UNDER 5.5 Points / 48.1%",0.5192,6.1,0.5999999999999996,0.10909090909090903,6.1,1.2,4.7,1.45,0.49,0.82,0.52,24.5,"PF","CLE","TOR"
"Dean Wade","Steals",0.5,"0.560","0.440",50573146,50573147,"50573146: Dean Wade / OVER 0.5 Steals / 56.0%","50573147: Dean Wade / UNDER 0.5 Steals / 44.0%",0.5603,0.82,0.31999999999999995,0.6399999999999999,6.1,1.2,4.7,1.45,0.49,0.82,0.52,24.5,"PF","CLE","TOR"
"Dean Wade","Points + Assists + Rebounds",10.5,"0.579","0.421",50573168,50573169,"50573168: Dean Wade / OVER 10.5 Points + Assists + Rebounds / 57.9%","50573169: Dean Wade / UNDER 10.5 Points + Assists + Rebounds / 42.1%",0.5791999999999999,12,1.5,0.14285714285714285,6.1,1.2,4.7,1.45,0.49,0.82,0.52,24.5,"PF","CLE","TOR"
"Dean Wade","Points + Assists",6.5,"0.538","0.462",50573170,50573171,"50573170: Dean Wade / OVER 6.5 Points + Assists / 53.8%","50573171: Dean Wade / UNDER 6.5 Points + Assists / 46.2%",0.5385,7.3,0.7999999999999998,0.12307692307692306,6.1,1.2,4.7,1.45,0.49,0.82,0.52,24.5,"PF","CLE","TOR"
"Dean Wade","Points + Rebounds",9.5,"0.564","0.436",50573178,50573179,"50573178: Dean Wade / OVER 9.5 Points + Rebounds / 56.4%","50573179: Dean Wade / UNDER 9.5 Points + Rebounds / 43.6%",0.5636,10.8,1.3000000000000007,0.13684210526315796,6.1,1.2,4.7,1.45,0.49,0.82,0.52,24.5,"PF","CLE","TOR"
"Santi Aldama","Points",9.5,"0.564","0.436",50570522,50570523,"50570522: Santi Aldama / OVER 9.5 Points / 56.4%","50570523: Santi Aldama / UNDER 9.5 Points / 43.6%",0.5638000000000001,10.8,1.3000000000000007,0.13684210526315796,10.8,1.9,5.4,1.73,0.92,0.81,0.9,27.5,"PF/C","MEM","UTA"
"Santi Aldama","Points + Assists",11.5,"0.554","0.446",50570530,50570531,"50570530: Santi Aldama / OVER 11.5 Points + Assists / 55.4%","50570531: Santi Aldama / UNDER 11.5 Points + Assists / 44.6%",0.5539000000000001,12.700000000000001,1.200000000000001,0.10434782608695661,10.8,1.9,5.4,1.73,0.92,0.81,0.9,27.5,"PF/C","MEM","UTA"
"Santi Aldama","Points + Rebounds",15.5,"0.509","0.491",50570532,50570533,"50570532: Santi Aldama / OVER 15.5 Points + Rebounds / 50.9%","50570533: Santi Aldama / UNDER 15.5 Points + Rebounds / 49.1%",0.5086999999999999,16.200000000000003,0.7000000000000028,0.04516129032258083,10.8,1.9,5.4,1.73,0.92,0.81,0.9,27.5,"PF/C","MEM","UTA"
"Santi Aldama","Assists + Rebounds",8.5,"0.319","0.681",50570536,50570537,"50570536: Santi Aldama / OVER 8.5 Assists + Rebounds / 31.9%","50570537: Santi Aldama / UNDER 8.5 Assists + Rebounds / 68.1%",0.6812,7.300000000000001,-1.1999999999999993,-0.1411764705882352,10.8,1.9,5.4,1.73,0.92,0.81,0.9,27.5,"PF/C","MEM","UTA"
"Santi Aldama","Points + Assists + Rebounds",17.5,"0.505","0.495",50570538,50570539,"50570538: Santi Aldama / OVER 17.5 Points + Assists + Rebounds / 50.5%","50570539: Santi Aldama / UNDER 17.5 Points + Assists + Rebounds / 49.5%",0.5045999999999999,18.1,0.6000000000000014,0.034285714285714364,10.8,1.9,5.4,1.73,0.92,0.81,0.9,27.5,"PF/C","MEM","UTA"
"Ziaire Williams","Points",7.5,"0.427","0.573",50570396,50570397,"50570396: Ziaire Williams / OVER 7.5 Points / 42.7%","50570397: Ziaire Williams / UNDER 7.5 Points / 57.3%",0.5732,7.3,-0.20000000000000018,-0.02666666666666669,7.3,1.1,3,1.02,1.13,0.46,0.16,17.5,"SF","BKN","ATL"
"Ziaire Williams","Points + Assists",8.5,"0.437","0.563",50570402,50570403,"50570402: Ziaire Williams / OVER 8.5 Points + Assists / 43.7%","50570403: Ziaire Williams / UNDER 8.5 Points + Assists / 56.3%",0.5628,8.4,-0.09999999999999964,-0.0117647058823529,7.3,1.1,3,1.02,1.13,0.46,0.16,17.5,"SF","BKN","ATL"
"Ziaire Williams","Assists + Rebounds",4.5,"0.379","0.621",50570408,50570409,"50570408: Ziaire Williams / OVER 4.5 Assists + Rebounds / 37.9%","50570409: Ziaire Williams / UNDER 4.5 Assists + Rebounds / 62.1%",0.621,4.1,-0.40000000000000036,-0.08888888888888896,7.3,1.1,3,1.02,1.13,0.46,0.16,17.5,"SF","BKN","ATL"
"Ziaire Williams","Points + Rebounds",10.5,"0.432","0.568",50570410,50570411,"50570410: Ziaire Williams / OVER 10.5 Points + Rebounds / 43.3%","50570411: Ziaire Williams / UNDER 10.5 Points + Rebounds / 56.8%",0.5675,10.3,-0.1999999999999993,-0.01904761904761898,7.3,1.1,3,1.02,1.13,0.46,0.16,17.5,"SF","BKN","ATL"
"Ziaire Williams","Points + Assists + Rebounds",12.5,"0.367","0.633",50570418,50570419,"50570418: Ziaire Williams / OVER 12.5 Points + Assists + Rebounds / 36.7%","50570419: Ziaire Williams / UNDER 12.5 Points + Assists + Rebounds / 63.3%",0.6334,11.4,-1.0999999999999996,-0.08799999999999997,7.3,1.1,3,1.02,1.13,0.46,0.16,17.5,"SF","BKN","ATL"
"Ziaire Williams","Assists",1.5,"0.289","0.711",50573244,50573245,"50573244: Ziaire Williams / OVER 1.5 Assists / 28.9%","50573245: Ziaire Williams / UNDER 1.5 Assists / 71.0%",0.7105,1.1,-0.3999999999999999,-0.2666666666666666,7.3,1.1,3,1.02,1.13,0.46,0.16,17.5,"SF","BKN","ATL"
"Brandon Clarke","Points",9.5,"0.580","0.420",50570524,50570525,"50570524: Brandon Clarke / OVER 9.5 Points / 58.0%","50570525: Brandon Clarke / UNDER 9.5 Points / 42.0%",0.5802,11,1.5,0.15789473684210525,11,1.7,5.6,0.2,0.73,0.78,0.95,23,"PF/C","MEM","UTA"
"Brandon Clarke","Rebounds",5.5,"0.479","0.521",50570528,50570529,"50570528: Brandon Clarke / OVER 5.5 Rebounds / 47.9%","50570529: Brandon Clarke / UNDER 5.5 Rebounds / 52.1%",0.5212,5.6,0.09999999999999964,0.01818181818181812,11,1.7,5.6,0.2,0.73,0.78,0.95,23,"PF/C","MEM","UTA"
"Brandon Clarke","Points + Assists",10.5,"0.627","0.373",50570534,50570535,"50570534: Brandon Clarke / OVER 10.5 Points + Assists / 62.7%","50570535: Brandon Clarke / UNDER 10.5 Points + Assists / 37.3%",0.6269,12.7,2.1999999999999993,0.20952380952380945,11,1.7,5.6,0.2,0.73,0.78,0.95,23,"PF/C","MEM","UTA"
"Brandon Clarke","Points + Assists + Rebounds",16.5,"0.570","0.430",50570542,50570543,"50570542: Brandon Clarke / OVER 16.5 Points + Assists + Rebounds / 57.0%","50570543: Brandon Clarke / UNDER 16.5 Points + Assists + Rebounds / 43.0%",0.5701,18.3,1.8000000000000007,0.10909090909090913,11,1.7,5.6,0.2,0.73,0.78,0.95,23,"PF/C","MEM","UTA"
"Brandon Clarke","Points + Rebounds",14.5,"0.593","0.407",50570544,50570545,"50570544: Brandon Clarke / OVER 14.5 Points + Rebounds / 59.3%","50570545: Brandon Clarke / UNDER 14.5 Points + Rebounds / 40.7%",0.5927,16.6,2.1000000000000014,0.14482758620689665,11,1.7,5.6,0.2,0.73,0.78,0.95,23,"PF/C","MEM","UTA"
"Brandon Clarke","Assists + Rebounds",6.5,"0.570","0.430",50573230,50573231,"50573230: Brandon Clarke / OVER 6.5 Assists + Rebounds / 57.0%","50573231: Brandon Clarke / UNDER 6.5 Assists + Rebounds / 43.0%",0.5697,7.3,0.7999999999999998,0.12307692307692306,11,1.7,5.6,0.2,0.73,0.78,0.95,23,"PF/C","MEM","UTA"
"Chris Boucher","Points",6.5,"0.608","0.392",50570474,50570475,"50570474: Chris Boucher / OVER 6.5 Points / 60.8%","50570475: Chris Boucher / UNDER 6.5 Points / 39.2%",0.6081,8.1,1.5999999999999996,0.2461538461538461,8.1,0.5,4.5,0.84,0.62,0.45,0.64,16.5,"C/PF","TOR","CLE"
"Chris Boucher","Rebounds",4.5,"0.462","0.538",50570484,50570485,"50570484: Chris Boucher / OVER 4.5 Rebounds / 46.2%","50570485: Chris Boucher / UNDER 4.5 Rebounds / 53.8%",0.5376,4.5,0,0,8.1,0.5,4.5,0.84,0.62,0.45,0.64,16.5,"C/PF","TOR","CLE"
"Chris Boucher","Points + Rebounds",11.5,"0.546","0.454",50570496,50570497,"50570496: Chris Boucher / OVER 11.5 Points + Rebounds / 54.6%","50570497: Chris Boucher / UNDER 11.5 Points + Rebounds / 45.4%",0.5464,12.6,1.0999999999999996,0.09565217391304345,8.1,0.5,4.5,0.84,0.62,0.45,0.64,16.5,"C/PF","TOR","CLE"
"Chris Boucher","Points + Assists + Rebounds",12.5,"0.508","0.492",50571012,50571013,"50571012: Chris Boucher / OVER 12.5 Points + Assists + Rebounds / 50.8%","50571013: Chris Boucher / UNDER 12.5 Points + Assists + Rebounds / 49.2%",0.5084,13.1,0.5999999999999996,0.04799999999999997,8.1,0.5,4.5,0.84,0.62,0.45,0.64,16.5,"C/PF","TOR","CLE"
"Chris Boucher","Turnovers",0.5,"0.464","0.536",50573144,50573145,"50573144: Chris Boucher / OVER 0.5 Turnovers / 46.4%","50573145: Chris Boucher / UNDER 0.5 Turnovers / 53.6%",0.5364,0.62,0.12,0.24,8.1,0.5,4.5,0.84,0.62,0.45,0.64,16.5,"C/PF","TOR","CLE"
"Chris Boucher","Points + Assists",7.5,"0.560","0.440",50573164,50573165,"50573164: Chris Boucher / OVER 7.5 Points + Assists / 56.0%","50573165: Chris Boucher / UNDER 7.5 Points + Assists / 44.0%",0.5597,8.6,1.0999999999999996,0.1466666666666666,8.1,0.5,4.5,0.84,0.62,0.45,0.64,16.5,"C/PF","TOR","CLE"
"Nick Richards","Points",10.5,"0.452","0.548",50573006,50573007,"50573006: Nick Richards / OVER 10.5 Points / 45.2%","50573007: Nick Richards / UNDER 10.5 Points / 54.8%",0.5481,10.3,-0.1999999999999993,-0.01904761904761898,10.3,0.8,8.1,0.02,1.3,0.46,1.4,26.5,"C","CHA","HOU"
"Nick Richards","Rebounds",7.5,"0.538","0.462",50570548,50570549,"50570548: Nick Richards / OVER 7.5 Rebounds / 53.8%","50570549: Nick Richards / UNDER 7.5 Rebounds / 46.2%",0.538,8.1,0.5999999999999996,0.07999999999999995,10.3,0.8,8.1,0.02,1.3,0.46,1.4,26.5,"C","CHA","HOU"
"Nick Richards","Points + Assists",11.5,"0.438","0.562",50573362,50573363,"50573362: Nick Richards / OVER 11.5 Points + Assists / 43.8%","50573363: Nick Richards / UNDER 11.5 Points + Assists / 56.2%",0.5617,11.100000000000001,-0.3999999999999986,-0.03478260869565205,10.3,0.8,8.1,0.02,1.3,0.46,1.4,26.5,"C","CHA","HOU"
"Nick Richards","Points + Rebounds",18.5,"0.461","0.539",50573014,50573015,"50573014: Nick Richards / OVER 18.5 Points + Rebounds / 46.1%","50573015: Nick Richards / UNDER 18.5 Points + Rebounds / 53.9%",0.5387,18.4,-0.10000000000000142,-0.005405405405405482,10.3,0.8,8.1,0.02,1.3,0.46,1.4,26.5,"C","CHA","HOU"
"Nick Richards","Points + Assists + Rebounds",19.5,"0.452","0.548",50573358,50573359,"50573358: Nick Richards / OVER 19.5 Points + Assists + Rebounds / 45.2%","50573359: Nick Richards / UNDER 19.5 Points + Assists + Rebounds / 54.8%",0.5479,19.2,-0.3000000000000007,-0.015384615384615422,10.3,0.8,8.1,0.02,1.3,0.46,1.4,26.5,"C","CHA","HOU"
"Nick Richards","Assists + Rebounds",8.5,"0.513","0.487",50573212,50573213,"50573212: Nick Richards / OVER 8.5 Assists + Rebounds / 51.3%","50573213: Nick Richards / UNDER 8.5 Assists + Rebounds / 48.7%",0.5134000000000001,8.9,0.40000000000000036,0.047058823529411806,10.3,0.8,8.1,0.02,1.3,0.46,1.4,26.5,"C","CHA","HOU"
"Jalen Wilson","Points",7.5,"0.491","0.509",50572458,50572459,"50572458: Jalen Wilson / OVER 7.5 Points / 49.1%","50572459: Jalen Wilson / UNDER 7.5 Points / 50.9%",0.509,7.9,0.40000000000000036,0.05333333333333338,7.9,1.5,4.3,0.95,0.74,0.33,0.18,22,"PF","BKN","ATL"
"Jalen Wilson","Rebounds",3.5,"0.594","0.406",50570400,50570401,"50570400: Jalen Wilson / OVER 3.5 Rebounds / 59.4%","50570401: Jalen Wilson / UNDER 3.5 Rebounds / 40.6%",0.5936,4.3,0.7999999999999998,0.2285714285714285,7.9,1.5,4.3,0.95,0.74,0.33,0.18,22,"PF","BKN","ATL"
"Jalen Wilson","Points + Assists",8.5,"0.533","0.467",50572486,50572487,"50572486: Jalen Wilson / OVER 8.5 Points + Assists / 53.3%","50572487: Jalen Wilson / UNDER 8.5 Points + Assists / 46.7%",0.5332,9.4,0.9000000000000004,0.10588235294117651,7.9,1.5,4.3,0.95,0.74,0.33,0.18,22,"PF","BKN","ATL"
"Jalen Wilson","Points + Assists + Rebounds",12.5,"0.545","0.455",50572490,50572491,"50572490: Jalen Wilson / OVER 12.5 Points + Assists + Rebounds / 54.5%","50572491: Jalen Wilson / UNDER 12.5 Points + Assists + Rebounds / 45.5%",0.5447,13.7,1.1999999999999993,0.09599999999999995,7.9,1.5,4.3,0.95,0.74,0.33,0.18,22,"PF","BKN","ATL"
"Jalen Wilson","Points + Rebounds",11.5,"0.508","0.491",50572462,50572463,"50572462: Jalen Wilson / OVER 11.5 Points + Rebounds / 50.8%","50572463: Jalen Wilson / UNDER 11.5 Points + Rebounds / 49.1%",0.5085,12.2,0.6999999999999993,0.060869565217391244,7.9,1.5,4.3,0.95,0.74,0.33,0.18,22,"PF","BKN","ATL"
"Damian Lillard","Points",24.5,"0.398","0.602",50568074,50568075,"50568074: Damian Lillard / OVER 24.5 Points / 39.8%","50568075: Damian Lillard / UNDER 24.5 Points / 60.2%",0.6018,23,-1.5,-0.061224489795918366,23,7.8,4.4,3.03,2.8,0.86,0.35,35,"PG","MIL","PHI"
"Damian Lillard","Assists + Rebounds",11.5,"0.530","0.469",50567454,50567455,"50567454: Damian Lillard / OVER 11.5 Assists + Rebounds / 53.0%","50567455: Damian Lillard / UNDER 11.5 Assists + Rebounds / 46.9%",0.5305,12.2,0.6999999999999993,0.060869565217391244,23,7.8,4.4,3.03,2.8,0.86,0.35,35,"PG","MIL","PHI"
